ML_Model,Text_Representation,ngram_range,ML_Hyperparameters,Text_Normalization,Balance_Methods,Average_f-score_Macro
logistic_regression,svd,"(2, 2)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.520275465516665
svc,svd,"(2, 2)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.5171231110423435
naive_bayes,binaria,"(2, 2)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.509587235923569
naive_bayes,frecuencia,"(2, 2)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.5083357822754945
logistic_regression,tfidf,"(2, 2)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.5040485829959515
gradient_boosting,binaria,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.5012870588824964
gradient_boosting,tfidf,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.49697763875385725
gradient_boosting,frecuencia,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4920977011494253
logistic_regression,binaria,"(2, 2)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.48210657563159337
random_forest,tfidf,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4789641496228323
svc,binaria,"(2, 2)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4781825696740671
logistic_regression,frecuencia,"(2, 2)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.47684877436896994
svc,frecuencia,"(2, 2)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4766240049258917
random_forest,binaria,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.46827366182204894
random_forest,frecuencia,"(2, 2)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4661016949152542
svc,tfidf,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.44600452355987286
logistic_regression,tfidf,"(3, 3)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4409847702632938
svc,frecuencia,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.43081101299377145
svc,binaria,"(3, 3)","{'kernel': 'linear', 'C': 1.0}",Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.43081101299377145
logistic_regression,frecuencia,"(3, 3)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4261918814348482
logistic_regression,binaria,"(3, 3)",{'max_iter': 200},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4256556791509338
gradient_boosting,frecuencia,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4209662086250108
gradient_boosting,binaria,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4209662086250108
gradient_boosting,tfidf,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.4209662086250108
naive_bayes,tfidf,"(3, 3)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.31547619047619047
naive_bayes,frecuencia,"(3, 3)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.3146544751785729
naive_bayes,binaria,"(3, 3)",{},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.3146544751785729
random_forest,frecuencia,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.2607720437427452
random_forest,binaria,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.2586672606062988
random_forest,tfidf,"(3, 3)",{'n_estimators': 100},Tokenizacion + Stopwords + Lematizacion,RandomOverSampler,0.25655594405594406
